00b5a338	AIDebugShowPlansToggle()	"AIDebugShowPlansToggle()"	ds	1
00bd488c	trTime( void ): Returns the current gametime in Seconds.	"trTime( void ): Returns the current gametime in Seconds."	ds	1
00bd48d0	trDelayedRuleActivation( <rulename> ): adds a rule to the runtime to be activated on the next update.	"trDelayedRuleActivation( <rulename> ): adds a rule to the runtime to be activated on the next update."	ds	1
00bd4950	trEcho( <echoString> ): Trigger echo.	"trEcho( <echoString> ): Trigger echo."	ds	1
00bd4a14	trUnitDistanceToUnit("%s")	"trUnitDistanceToUnit(\"%s\")"	ds	1
00bd4a30	trUnitDistanceToUnitID(%d)	"trUnitDistanceToUnitID(%d)"	ds	1
00bd4a4c	trUnitDistanceToUnit("	"trUnitDistanceToUnit(\""	ds	1
00bd4a64	trUnitSelect("%s")	"trUnitSelect(\"%s\")"	ds	1
00bd4a78	trUnitSelectByID(%d)	"trUnitSelectByID(%d)"	ds	1
00bd4a90	trUnitSelect("	"trUnitSelect(\""	ds	1
00bd4dc8	squadMode(%d, %d)	"squadMode(%d, %d)"	ds	1
00bd4e5c	unitSetTactic("	u"unitSetTactic(\""	unicode	1
00bd4e88	uiPoliticianUI(%d, %d)	"uiPoliticianUI(%d, %d)"	ds	1
00bd5b38	homeCityResearchByIDOutsideGame(%d, %d)	u"homeCityResearchByIDOutsideGame(%d, %d)"	unicode	1
00bd5b88	homeCityResearchByID(%d, %d)	u"homeCityResearchByID(%d, %d)"	unicode	1
00bd664c	uiTechDetailHelp(%d)	"uiTechDetailHelp(%d)"	ds	1
00bd8b18	tradeRouteTrain(%d, %d, %d)	"tradeRouteTrain(%d, %d, %d)"	ds	1
00bd9828	homeCityShipEject(%d, %d, %d, %d)	u"homeCityShipEject(%d, %d, %d, %d)"	unicode	1
00bd986c	lookAtHomeCityBuilding(0)	"lookAtHomeCityBuilding(0)"	ds	1
00bdcddc	Error(UNDEFINED)  	"Error(UNDEFINED)  "	ds	1
00bdcdf0	Error(%.8d)  	"Error(%.8d)  "	ds	1
00bdce00	Warning(UNDEFINED)  	"Warning(UNDEFINED)  "	ds	1
00bdce18	Warning(%.8d)  	"Warning(%.8d)  "	ds	1
00bec34c	strlen(pName) < (size_t)mName.maxLen()	"strlen(pName) < (size_t)mName.maxLen()"	ds	1
00bed620	configToggle("	u"configToggle(\""	unicode	1
00bed804	uiHandleUserTab(%d)	u"uiHandleUserTab(%d)"	unicode	1
00b5a668	uiShowAIDebugInfoKBUnit(1)	"uiShowAIDebugInfoKBUnit(1)"	ds	2
00b60df0	rmFindClosestPoint(float xFraction, float zFraction, float maxDistance): Finds closest point satisfying the preset constraints.	"rmFindClosestPoint(float xFraction, float zFraction, float maxDistance): Finds closest point satisfying the preset constraints."	ds	2
00b70940	gadgetToggle(<stringName>) : toggles the reality of the named gadget.	"gadgetToggle(<stringName>) : toggles the reality of the named gadget."	ds	2
00ba6c68	BuildPlan(%s : %d): failing because building placement unitType(%d) is invalid.	"BuildPlan(%s : %d): failing because building placement unitType(%d) is invalid."	ds	2
00ba6e38	BuildPlan(%s : %d): failing because we can't path to any points we want to build at.	"BuildPlan(%s : %d): failing because we can't path to any points we want to build at."	ds	2
00bb1e90	trackPlay(%f)	u"trackPlay(%f)"	unicode	2
00bb4130	vector(%f,%f,%f), vector(%f,%f,%f), vector(%f,%f,%f), vector(%f,%f,%f)	"vector(%f,%f,%f), vector(%f,%f,%f), vector(%f,%f,%f), vector(%f,%f,%f)"	ds	2
00bb4178	vector(%f,%f,%f), vector(%f,%f,%f), vector(%f,%f,%f), vector(%f,%f,%f)	u"vector(%f,%f,%f), vector(%f,%f,%f), vector(%f,%f,%f), vector(%f,%f,%f)"	unicode	2
00bd6b1c	homeCityTrain2(%d, %d)	"homeCityTrain2(%d, %d)"	ds	2
00bd4ea0	trainInSelectedByID(%d, 5)	"trainInSelectedByID(%d, 5)"	ds	3
00bd4ebc	trainInSelectedByID(%d, 1)	"trainInSelectedByID(%d, 1)"	ds	3
00bd4ed8	uiBuildMode(%d)	"uiBuildMode(%d)"	ds	3
00bb0750	uiSetWaterTypeNum(%d)	u"uiSetWaterTypeNum(%d)"	unicode	4
00bb54d4	uiShowAIDebugInfoPlan(%d)	u"uiShowAIDebugInfoPlan(%d)"	unicode	4
00bd6b34	uiSetHCNotifyText(%d, %d)	"uiSetHCNotifyText(%d, %d)"	ds	4
00bcc3a4	loadCampaignScenario("%s")	u"loadCampaignScenario(\"%s\")"	unicode	5
00bd97f0	uiLookAtAndSelectUnit(%d)	u"uiLookAtAndSelectUnit(%d)"	unicode	5
00b8de28	researchByID(%d, %d, %d)	"researchByID(%d, %d, %d)"	ds	6
00bec2b0	SUCCEEDED(hres)	"SUCCEEDED(hres)"	ds	11
